driverID,first_name,last_name,email,contactnumber,address,license_number,license_expiry_date,employment_status,department,createddate
1190,Liam,Martin,liam.martin1190@fleetdemo.com,0476360103,100 King St,LIC1190858,2026-10-29,Active,Operations,2026-12-23 04:24:30
1191,Lucas,Young,lucas.young1191@fleetdemo.com,0421728582,93 King St,LIC1191851,2026-01-21,Active,Operations,2026-12-19 05:49:06
1192,Lucas,Wilson,lucas.wilson1192@fleetdemo.com,0491457618,167 George St,LIC1192327,2026-05-01,Active,Service,2026-08-10 18:34:38
1193,Noah,Johnson,noah.johnson1193@fleetdemo.com,0481942021,44 Park St,LIC1193588,2026-11-29,Active,Service,2026-04-22 13:49:02
1194,Liam,Lee,liam.lee1194@fleetdemo.com,0413993858,168 George St,LIC1194653,2026-01-24,Active,Operations,2026-04-11 20:49:08
1195,Isla,Brown,isla.brown1195@fleetdemo.com,0482620221,56 George St,LIC1195645,2026-12-16,Terminated,Corporate,2026-07-21 08:05:38
1196,James,Wilson,james.wilson1196@fleetdemo.com,0448112538,68 Queen St,LIC1196659,2026-06-11,Active,Sales,2026-08-05 19:46:19
1197,Emma,Taylor,emma.taylor1197@fleetdemo.com,0487543853,118 High St,LIC1197351,2026-01-08,Active,Service,2026-06-11 08:21:00
1198,Grace,Martin,grace.martin1198@fleetdemo.com,0417028235,87 Queen St,LIC1198632,2026-10-06,Active,Corporate,2026-02-22 04:54:42
1199,Isla,Young,isla.young1199@fleetdemo.com,0459073904,178 Queen St,LIC1199479,2026-05-06,On Leave,Service,2026-12-04 16:46:13
1200,Grace,King,grace.king1200@fleetdemo.com,0416286785,30 Park St,LIC1200282,2026-12-18,Terminated,Service,2026-03-15 23:46:54
